id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1277,Thompson,tube,6.93,3315.69,0.0379,10.8,10.8,432.0,3.3
1278,Janssen,annulus,6.89,2278.0,,8.5,22.3,2743.0,3.3
1279,Thompson,tube,7.14,3315.69,0.0005,9.218,10.8,432.0,3.4
1280,Thompson,tube,13.79,1370.0,,4.7,4.7,318.0,1.5
1281,Weatherhead,tube,13.79,1339.0,,7.7,7.7,457.0,1.9
1282,Thompson,tube,6.9,4056.0,0.0005,10.8,10.8,864.0,4.5
1283,Thompson,tube,10.34,6971.0,-0.0102,9.218,9.218,762.0,7.0
1284,Thompson,tube,15.51,3998.0,0.001,9.218,1.9,152.0,4.5
1285,Thompson,tube,10.34,3947.0,-0.0429,9.218,10.3,565.0,2.1
1286,Thompson,tube,13.79,2034.0,0.1583,7.7,7.7,680.588,1.6
1287,Janssen,annulus,6.89,1505.0,0.0945,12.7,42.3,1778.0,4.2
1288,Weatherhead,tube,13.79,963.0,-0.1341,7.7,7.7,457.0,13.3
1289,Thompson,tube,6.89,3315.69,-0.0078,10.3,10.3,680.588,3.6
1290,Thompson,tube,13.79,1383.0,0.0884,7.7,9.218,457.0,2.7
1291,Thompson,tube,13.79,2916.0,0.0279,7.8,7.8,680.588,2.6
1292,Thompson,tube,13.79,3608.0,0.0108,9.218,9.218,318.0,5.0
1293,Richenderfer,plate,0.1,1500.0,-0.0101,15.0,120.0,10.0,5.1
1294,Weatherhead,tube,13.79,1345.0,0.1305,7.7,7.7,457.0,1.5
1295,Janssen,annulus,9.68,2319.0,,12.7,34.52,1778.0,2.2
1296,Weatherhead,tube,13.79,956.0,0.0142,7.7,7.7,457.0,2.4
1297,Thompson,tube,6.89,1370.0,-0.0297,37.5,37.5,680.588,4.3
1298,Beus,annulus,12.597,1356.0,0.1622,5.6,15.2,2134.0,1.2
1299,Thompson,tube,13.79,1302.0,0.146,7.7,7.7,457.0,1.8
1300,Thompson,tube,13.79,2129.0,0.08,9.218,7.8,591.0,2.1
1301,Thompson,tube,3.83,2889.0,,4.6,4.6,680.588,4.4
1302,Janssen,annulus,7.0,5601.0,-0.0101,10.929,15.9,914.0,4.2
1303,Thompson,tube,20.68,1214.0,-0.0874,3.6,3.6,76.0,3.4
1304,Thompson,tube,13.79,1370.0,-0.0389,7.7,7.7,457.0,4.1
1305,Thompson,tube,6.89,1926.0,0.0254,23.6,23.6,1972.0,2.6
1306,Janssen,annulus,6.89,1549.0,,12.7,42.3,1829.0,2.7
1307,Thompson,tube,3.96,3315.69,,9.218,10.8,680.588,4.4
1308,Thompson,tube,6.89,3797.0,-0.0166,23.6,23.6,610.0,4.3
1309,Thompson,tube,10.34,5696.0,-0.0929,10.3,10.3,762.0,5.2
1310,Thompson,tube,15.51,3315.69,-0.1141,1.9,1.9,152.0,3.9
1311,Thompson,tube,6.93,4069.0,0.16,11.5,11.5,1727.0,4.2
1312,Weatherhead,tube,13.79,2007.0,,7.7,9.127,457.0,2.2
1313,Janssen,annulus,6.87,3038.0,0.0404,8.5,24.6,1740.109,0.9
1314,Thompson,tube,6.89,5479.0,-0.1355,23.6,23.6,610.0,6.7
1315,Thompson,tube,6.89,5438.0,0.0049,10.3,10.3,762.0,4.8
1316,Thompson,tube,6.89,5859.0,-0.0569,10.3,10.3,680.588,6.6
1317,Thompson,tube,13.79,7961.0,-0.2001,4.7,4.7,318.0,5.9
1318,Thompson,tube,10.26,3315.69,,4.7,4.7,318.0,5.3
1319,Thompson,tube,13.79,5181.0,-0.4061,3.6,3.6,76.0,4.5
1320,Thompson,tube,6.89,3315.69,-0.059,10.3,10.3,794.0,6.4
1321,Thompson,tube,10.26,3315.69,-0.0109,10.8,10.8,216.0,5.1
1322,Janssen,annulus,7.0,549.0,0.1224,10.929,38.1,737.0,4.3
1323,Thompson,tube,13.79,3315.69,,7.8,7.8,591.0,2.8
1324,Janssen,annulus,7.0,2278.0,,10.929,42.3,1778.0,2.9
1325,Thompson,tube,13.79,933.0,0.1212,7.8,7.8,680.588,2.1
1326,Peskov,tube,16.0,4136.0,,10.0,10.0,890.0,3.6
1327,Thompson,tube,3.9,2034.0,0.001,10.8,9.218,432.0,3.7
1328,Thompson,tube,13.79,1811.0,0.0926,7.8,7.8,591.0,2.6
1329,Thompson,tube,6.89,4123.0,0.0379,10.8,10.8,680.588,5.0
1330,Thompson,tube,6.83,4096.0,-0.0415,9.218,10.8,680.588,5.2
1331,Janssen,annulus,9.65,1519.0,-0.0037,12.7,42.3,1778.0,3.7
1332,Thompson,tube,13.79,2760.0,-0.1534,9.218,4.7,305.0,4.3
1333,Peskov,tube,14.0,1944.0,-0.0868,10.0,10.0,890.0,3.2
1334,Thompson,tube,10.26,4367.0,0.0666,4.6,4.6,680.588,2.6
1335,Thompson,tube,13.79,1465.0,,7.7,7.7,457.0,1.6
1336,Janssen,annulus,6.89,2319.0,0.0063,12.7,34.52,914.0,3.0
1337,Thompson,tube,13.79,2251.0,,9.218,1.9,152.0,1.7
1338,Peskov,tube,10.0,1944.0,-0.0629,10.0,10.0,400.0,3.2
1339,Peskov,tube,20.0,1842.0,,10.0,10.0,1650.0,3.2
1340,Thompson,tube,13.79,4367.0,,4.7,4.7,318.0,2.0
1341,Thompson,tube,15.51,3315.69,,1.9,1.9,152.0,3.5
1342,Mortimore,annulus,13.79,2698.0,0.0238,5.0,13.3,2134.0,2.5
1343,Richenderfer,plate,0.51,6200.0,-0.0102,15.0,120.0,10.0,6.4
1344,Weatherhead,tube,13.79,1397.0,-0.1756,11.1,11.1,457.0,3.8
1345,Thompson,tube,13.79,1397.0,-0.0276,7.7,7.7,457.0,4.1
1346,Thompson,tube,10.26,3315.69,-0.0305,1.9,1.9,696.0,2.3
1347,Thompson,tube,13.79,3404.0,,4.6,4.6,680.588,1.9
1348,Weatherhead,tube,13.79,1434.78,0.1503,7.7,7.7,457.0,1.8
1349,Thompson,tube,10.34,5832.0,-0.0188,10.3,10.3,762.0,6.0
1350,Thompson,tube,10.26,2862.0,0.1129,4.7,4.7,318.0,2.4
1351,Thompson,tube,13.79,4882.0,-0.0412,4.7,4.7,318.0,3.7
1352,Thompson,tube,13.79,2061.0,0.0145,7.8,7.8,591.0,2.1
1353,Thompson,tube,10.26,1383.0,-0.065,3.6,3.6,76.0,3.6
1354,Thompson,tube,13.79,4042.0,-0.2001,1.9,1.9,152.0,4.7
1355,Weatherhead,tube,13.79,1434.78,,11.1,11.1,457.0,2.7
1356,Thompson,tube,13.79,1214.0,-0.1284,3.0,3.0,150.0,1.4
1357,Thompson,tube,13.79,3119.0,,1.9,9.218,696.0,2.5
1358,Weatherhead,tube,13.79,705.0,0.1282,7.7,7.7,457.0,1.8
1359,Janssen,annulus,7.0,553.0,0.0102,12.7,38.1,737.0,5.5
1360,Beus,annulus,13.79,3673.0,,5.6,15.2,2134.0,1.8
1361,Janssen,annulus,4.13,2173.925,,12.8,42.3,1778.0,3.3
1362,Thompson,tube,13.79,6429.0,-0.0232,4.7,4.7,318.0,10.9
1363,Thompson,tube,13.79,2699.0,-0.0669,1.9,1.9,696.0,2.5
1364,Thompson,tube,13.79,1302.0,0.0639,4.6,4.6,295.0,2.5
1365,Janssen,annulus,9.71,2278.0,,12.7,42.3,1778.0,7.5
1366,Thompson,tube,10.26,4815.0,-0.1486,9.218,9.218,762.0,6.6
1367,Williams,tube,15.17,4043.0,0.097,9.5,9.5,1836.0,2.2
1368,Thompson,tube,13.79,2238.0,0.0975,7.8,7.8,591.0,1.9
1369,Weatherhead,tube,13.79,1434.78,,7.7,7.7,457.0,2.7
1370,Thompson,tube,13.79,4964.0,-0.0595,4.7,4.7,318.0,5.2
1371,Janssen,annulus,6.89,2173.925,,10.929,22.3,2591.0,2.1
1372,Thompson,tube,0.1,707.0,0.0258,1.0,1.0,25.0,5.3
1373,Beus,annulus,12.597,1354.0,0.0747,5.6,15.2,2134.0,2.5
1374,Janssen,annulus,4.13,2278.0,,12.7,42.3,1740.109,3.5
1375,Thompson,tube,6.86,4096.0,,10.8,10.8,680.588,4.5
1376,Thompson,tube,10.26,1492.0,-0.0455,3.6,3.6,76.0,3.4
1377,Thompson,tube,6.96,4096.0,-0.0413,10.8,10.8,864.0,4.7
1378,Beus,annulus,13.79,1356.0,-0.0943,5.6,15.2,2134.0,3.8
1379,Thompson,tube,6.89,3315.69,,9.218,9.218,1972.0,6.0
1380,Thompson,tube,3.79,3974.0,0.0301,10.8,9.218,680.588,3.0
1381,Thompson,tube,6.89,4014.0,-0.0479,10.8,10.8,216.0,7.9
1382,Beus,annulus,8.27,1344.0,0.0749,5.6,15.2,2134.0,2.7
1383,Weatherhead,tube,13.79,1899.0,0.1597,11.1,11.1,457.0,1.4
1384,Thompson,tube,10.26,3315.69,0.0063,9.218,23.6,1972.0,3.5
1385,Peskov,tube,20.0,1000.0,,10.0,10.0,1650.0,1.2
1386,Thompson,tube,13.79,2129.0,0.0829,7.8,9.218,591.0,2.1
1387,Janssen,annulus,8.3,3811.0,0.0474,12.7,42.3,1778.0,2.4
1388,Thompson,tube,13.79,2034.0,-0.0258,1.9,1.9,696.0,2.9
1389,Thompson,tube,20.68,1316.0,-0.0416,3.6,3.6,680.588,8.6
1390,Thompson,tube,13.79,929.0,0.0128,7.7,7.7,457.0,2.6
1391,Janssen,annulus,6.89,1533.0,,8.5,34.52,1829.0,2.2
1392,Richenderfer,plate,0.455,1500.0,-0.0638,15.0,120.0,10.0,4.5
1393,Thompson,tube,13.79,3174.0,-0.0577,4.6,4.6,591.0,3.9
1394,Thompson,tube,6.89,4611.0,-0.0029,9.218,10.3,680.588,5.8
1395,Thompson,tube,13.79,2306.0,0.0335,1.9,1.9,152.0,1.8
1396,Williams,tube,15.17,2681.0,,9.5,9.5,1836.0,2.7
1397,Thompson,tube,11.03,2034.0,0.0554,9.218,9.3,762.0,3.3
1398,Thompson,tube,8.96,4069.0,0.1113,11.5,11.5,1524.0,2.2
1399,Thompson,tube,6.89,7200.0,-0.0297,10.3,10.3,762.0,3.2
1400,Beus,annulus,13.79,1344.0,0.0446,5.6,15.2,2134.0,2.6
1401,Beus,annulus,15.51,1344.0,,5.6,15.2,2134.0,1.6
1402,Thompson,tube,10.34,3784.0,,10.3,10.3,762.0,14.8
1403,Peskov,tube,16.0,1944.0,-0.0514,10.0,10.0,1300.0,5.2
1404,Thompson,tube,13.79,929.0,-0.0668,7.7,7.7,457.0,4.7
1405,Thompson,tube,13.79,4774.0,-0.0398,9.218,4.7,318.0,5.0
1406,Beus,annulus,15.51,2748.0,0.0721,5.6,15.2,2134.0,1.7
1407,Thompson,tube,13.79,3052.0,,7.8,7.8,591.0,2.3
1408,Thompson,tube,13.79,3315.69,-0.0386,4.7,4.7,318.0,4.8
1409,Thompson,tube,11.03,3391.0,0.0997,9.218,11.5,914.0,3.6
1410,Thompson,tube,10.34,5940.0,-0.0105,10.3,10.3,680.588,5.8
1411,Janssen,annulus,6.89,1519.0,0.1215,8.5,22.3,1829.0,3.2
1412,Thompson,tube,11.0,3315.69,,11.5,11.5,1524.0,2.8
1413,Janssen,annulus,6.89,2292.0,,8.5,24.6,1778.0,2.8
1414,Weatherhead,tube,13.79,1434.78,,7.7,7.7,457.0,1.9
1415,Thompson,tube,15.51,3065.0,-0.0331,1.9,9.218,696.0,2.9
1416,Peskov,tube,12.0,707.0,-0.068,10.0,10.0,1000.0,5.2
1417,Thompson,tube,18.96,2075.0,-0.0412,1.9,1.9,680.588,3.4
1418,Thompson,tube,6.89,1899.0,-0.0428,12.4,12.4,610.0,14.7
1419,Janssen,annulus,6.86,3052.0,0.0211,4.6,11.3,1778.0,3.5
1420,Richenderfer,plate,1.01,1500.0,-0.0218,15.0,120.0,10.0,5.7
1421,Thompson,tube,18.27,2740.0,-0.0438,1.9,1.9,152.0,3.7
1422,Beus,annulus,11.03,1354.0,-0.0193,5.6,15.2,2134.0,3.1
1423,Thompson,tube,6.89,3315.69,0.0033,9.218,4.7,318.0,6.9
1424,Beus,annulus,11.03,1345.0,0.1274,5.6,15.2,2134.0,1.1
1425,Thompson,tube,11.07,4069.0,-0.0442,9.218,11.5,1143.0,3.2
1426,Thompson,tube,10.26,5221.0,-0.094,9.218,4.7,318.0,6.7
1427,Thompson,tube,10.34,5601.0,,9.218,10.8,762.0,4.0
1428,Thompson,tube,10.26,4096.0,0.0334,10.8,10.8,680.588,2.6
1429,Thompson,tube,10.34,5940.0,,10.3,10.3,762.0,7.4
1430,Thompson,tube,10.26,2143.0,0.0244,7.8,7.8,591.0,2.3
1431,Thompson,tube,6.86,4062.0,0.0903,10.8,10.8,432.0,3.2
1432,Thompson,tube,13.79,3065.0,0.0226,4.7,4.7,318.0,2.9
1433,Thompson,tube,18.96,3784.0,-0.3964,1.9,1.9,152.0,5.3
1434,Thompson,tube,6.79,3838.0,0.0335,10.8,10.8,680.588,3.9
1435,Thompson,tube,13.79,1356.0,,7.7,7.7,457.0,4.5
1436,Thompson,tube,10.34,7432.0,,10.3,10.3,680.588,9.4
1437,Thompson,tube,6.89,6157.0,-0.1224,3.6,3.6,76.0,7.7
1438,Thompson,tube,6.86,4069.0,,10.8,10.8,864.0,3.1
1439,Thompson,tube,13.79,821.0,,7.8,7.8,591.0,3.0
1440,Williams,tube,13.79,1397.0,0.1038,9.5,9.5,1836.0,1.6
1441,Thompson,tube,10.34,7731.0,-0.1486,10.3,10.3,762.0,7.3
1442,Thompson,tube,10.26,4774.0,-0.0349,4.7,4.7,305.0,3.2
1443,Thompson,tube,6.79,3838.0,0.0568,10.8,10.8,432.0,5.4
1444,Thompson,tube,10.34,5696.0,-0.0398,10.3,10.3,680.588,3.5
1445,Williams,tube,15.17,2679.0,,9.5,9.5,1836.0,1.3
1446,Thompson,tube,10.34,4001.0,-0.1248,9.218,10.3,762.0,5.7
1447,Thompson,tube,17.24,3315.69,,1.9,1.9,696.0,2.9
1448,Janssen,annulus,9.65,2360.0,-0.0404,12.7,38.1,914.0,2.0
1449,Thompson,tube,10.26,5452.0,-0.0166,9.218,12.8,680.588,6.5
1450,Richenderfer,plate,0.51,1500.0,-0.0193,15.0,120.0,10.0,4.1
1451,Thompson,tube,6.89,5859.0,0.0051,10.3,10.3,762.0,4.3
1452,Thompson,tube,10.26,4123.0,,10.3,10.3,794.0,3.2
1453,Thompson,tube,17.24,3315.69,-0.0535,9.218,1.9,152.0,5.7
1454,Janssen,annulus,6.89,833.0,,10.929,34.52,737.0,3.5
1455,Thompson,tube,6.89,7202.0,-0.0029,10.3,10.3,762.0,4.7
1456,Thompson,tube,3.45,5696.0,,10.3,9.218,762.0,5.0
1457,Thompson,tube,13.79,762.0,0.0406,7.7,7.7,680.588,2.8
1458,Thompson,tube,13.79,1424.0,0.0839,7.8,9.218,591.0,4.6
1459,Thompson,tube,6.89,1912.0,0.0363,37.5,37.5,1953.0,1.8
1460,Thompson,tube,6.86,6510.0,-0.0434,10.8,10.8,216.0,6.4
1461,Thompson,tube,6.89,5357.0,,12.8,9.218,1930.0,3.4
1462,Thompson,tube,13.79,2428.0,-0.0296,1.9,1.9,152.0,3.4
1463,Inasaka,tube,0.548571,4218.0,,3.0,3.0,150.0,7.8
1464,Weatherhead,tube,13.79,678.0,,7.7,9.127,457.0,3.5
1465,Williams,tube,15.17,2725.0,0.0147,9.5,9.5,1836.0,2.0
1466,Thompson,tube,18.96,2048.0,-0.0276,1.9,1.9,152.0,3.5
1467,Thompson,tube,10.26,1356.0,,7.7,9.218,457.0,6.8
1468,Thompson,tube,13.79,3315.69,,3.6,3.6,76.0,2.3
1469,Thompson,tube,4.1,3974.0,0.1423,10.8,10.8,864.0,2.1
1470,Thompson,tube,13.79,3838.0,-0.1709,9.218,4.7,680.588,14.7
1471,Thompson,tube,2.63,2007.0,0.0644,1.7,1.7,43.0,4.3
1472,Thompson,tube,17.24,3648.0,-0.0801,1.9,1.9,680.588,3.1
1473,Thompson,tube,13.79,4069.0,,4.6,4.6,680.588,2.5
1474,Thompson,tube,9.0,3315.69,,11.5,9.218,1524.0,1.6
1475,Beus,annulus,11.03,1354.0,,5.6,15.2,2134.0,2.1
1476,Thompson,tube,15.51,2929.0,,1.9,1.9,696.0,2.5
1477,Thompson,tube,10.41,1288.0,0.1361,4.6,4.6,229.0,4.4
1478,Thompson,tube,12.07,2441.0,,1.9,1.9,152.0,6.8
1479,Thompson,tube,13.79,2428.0,-0.0556,1.9,1.9,152.0,2.9
1480,Weatherhead,tube,13.79,1434.78,0.0334,7.7,7.7,457.0,2.6
1481,Thompson,tube,6.89,5832.0,,10.3,10.3,762.0,6.7
1482,Thompson,tube,10.34,5601.0,,10.3,10.3,762.0,4.0
1483,Janssen,annulus,6.92,381.0,0.0129,10.929,96.3,1778.0,4.5
1484,Thompson,tube,10.26,1370.0,-0.0276,7.7,7.7,457.0,5.2
1485,Thompson,tube,13.79,956.0,,7.7,7.7,680.588,3.6
1486,Janssen,annulus,7.0,382.0,0.1759,10.929,96.3,1778.0,2.6
1487,Janssen,annulus,6.89,1533.0,,8.5,22.3,2743.0,2.2
1488,Thompson,tube,6.79,3513.0,0.0907,9.218,9.218,680.588,3.8
1489,Thompson,tube,13.79,689.0,-0.1334,11.1,11.1,680.588,1.9
1490,Thompson,tube,6.89,7473.0,0.0045,9.218,4.7,318.0,2.5
1491,Weatherhead,tube,13.79,1356.0,0.0649,7.7,9.127,457.0,1.8
1492,Thompson,tube,10.34,5601.0,-0.0863,10.3,9.218,680.588,6.6
1493,Janssen,annulus,4.13,2292.0,0.0642,12.7,42.3,1778.0,2.7
1494,Weatherhead,tube,13.79,1349.0,-0.0446,11.1,11.1,457.0,2.7
1495,Weatherhead,tube,13.79,1356.0,,9.127,11.1,457.0,2.7
1496,Thompson,tube,13.79,956.0,0.1693,7.7,7.7,457.0,2.5
1497,Thompson,tube,12.07,2509.0,-0.0686,1.9,1.9,152.0,12.9
1498,Thompson,tube,3.86,4136.0,,10.8,10.8,680.588,4.4
1499,Janssen,annulus,9.65,5615.0,-0.3491,10.929,15.9,914.0,6.2
1500,Weatherhead,tube,13.79,1344.0,-0.0103,11.1,11.1,457.0,3.3
1501,Thompson,tube,13.79,2075.0,-0.0415,4.7,4.7,318.0,3.2
1502,Thompson,tube,10.26,4069.0,,10.8,10.8,432.0,10.4
1503,Beus,annulus,12.597,1351.0,0.1232,5.6,15.2,2134.0,1.4
1504,Thompson,tube,7.03,4136.0,0.0051,9.218,9.218,432.0,4.3
1505,Thompson,tube,3.45,3825.0,0.0051,10.3,9.218,680.588,4.5
1506,Thompson,tube,3.9,4136.0,,4.6,4.6,229.0,5.9
1507,Thompson,tube,13.79,1492.0,0.0441,9.218,7.8,591.0,2.3
1508,Williams,tube,15.17,2676.0,,9.5,9.5,1836.0,1.6
1509,Thompson,tube,3.45,3315.69,-0.0413,10.3,10.3,762.0,4.2
1510,Williams,tube,15.17,1340.0,0.1712,9.5,9.5,1836.0,2.9
1511,Beus,annulus,15.51,2741.0,0.0707,5.6,15.2,2134.0,3.0
1512,Thompson,tube,13.79,4150.0,-0.0415,1.9,1.9,152.0,5.9
1513,Thompson,tube,13.79,5574.0,,4.7,4.7,318.0,5.4
1514,Peskov,tube,12.0,2875.0,-0.068,10.0,10.0,1650.0,4.1
1515,Thompson,tube,6.89,6795.0,-0.0417,10.3,10.3,794.0,6.7
1516,Williams,tube,15.17,2691.0,,9.5,9.5,1836.0,1.5
1517,Thompson,tube,13.79,1410.0,0.0829,7.8,7.8,591.0,2.3
1518,Thompson,tube,13.79,1682.0,,7.7,7.7,680.588,1.8
1519,Thompson,tube,13.79,3133.0,,1.9,1.9,696.0,3.2
1520,Thompson,tube,11.03,4055.0,,11.5,11.5,914.0,1.8
1521,Thompson,tube,6.89,3797.0,-0.0137,10.3,10.3,794.0,4.6
1522,Thompson,tube,3.45,5696.0,,10.3,10.3,762.0,4.4
1523,Thompson,tube,6.89,2699.0,,9.218,9.218,1930.0,2.7
1524,Thompson,tube,13.79,2658.0,-0.1023,7.7,7.7,457.0,4.5
1525,Thompson,tube,13.79,759.0,,7.8,7.8,591.0,2.2
1526,Williams,tube,15.17,2837.31,,9.5,9.5,1836.0,1.8
1527,Thompson,tube,12.07,5642.0,-0.0518,1.9,1.9,152.0,4.5
1528,Beus,annulus,8.27,2729.0,0.0409,5.6,15.2,2134.0,2.1
1529,Janssen,annulus,6.89,1546.0,,8.5,22.3,2591.0,2.0
1530,Thompson,tube,6.89,1336.0,,12.8,12.8,680.588,2.1
1531,Weatherhead,tube,13.79,1763.0,,11.1,11.1,457.0,1.9
1532,Thompson,tube,6.89,3315.69,-0.0416,10.3,10.3,680.588,5.2
1533,Thompson,tube,11.03,1899.0,0.0839,11.5,9.218,914.0,1.6
1534,Peskov,tube,14.0,2642.705,,10.0,10.0,1009.29,3.7
1535,Thompson,tube,13.79,3315.69,-0.0389,9.218,7.7,457.0,3.9
1536,Thompson,tube,13.79,926.0,0.0808,7.7,9.218,457.0,2.6
1537,Weatherhead,tube,13.79,1616.0,0.0081,7.7,7.7,457.0,2.5
1538,Thompson,tube,15.51,3811.0,-0.0412,1.9,9.218,152.0,3.9
1539,Thompson,tube,18.96,2184.0,-0.1209,9.218,1.9,696.0,2.7
1540,Thompson,tube,10.26,2061.0,-0.0554,1.9,9.218,152.0,3.4
1541,Thompson,tube,10.41,1288.0,,5.6,5.6,216.0,4.6
1542,Richenderfer,plate,0.1,1500.0,0.0102,15.0,120.0,10.0,5.5
1543,Beus,annulus,13.79,2780.0,0.0249,5.6,15.2,2134.0,2.2
1544,Thompson,tube,0.1,1000.0,-0.0102,9.218,120.0,680.588,10.6
1545,Thompson,tube,3.9,3315.69,0.105,10.8,10.8,432.0,5.3
1546,Thompson,tube,13.79,2862.0,,4.7,4.7,318.0,4.8
1547,Thompson,tube,6.79,2034.0,0.0008,10.8,10.8,432.0,3.9
1548,Thompson,tube,13.79,1410.0,0.0766,7.8,7.8,591.0,2.6
1549,Janssen,annulus,13.79,2807.0,0.064,10.929,34.52,914.0,2.3
1550,Thompson,tube,13.79,3594.0,0.0833,4.7,4.7,318.0,3.8
1551,Thompson,tube,10.26,2658.0,0.1131,12.8,12.8,1930.0,1.4
1552,Thompson,tube,10.34,3960.0,,9.218,10.3,680.588,5.0
1553,Thompson,tube,13.79,3458.0,,9.218,4.7,680.588,2.2
1554,Peskov,tube,16.0,1000.0,,10.0,10.0,565.0,2.8
1555,Thompson,tube,3.45,5900.0,,10.3,10.3,762.0,4.6
1556,Janssen,annulus,6.89,5601.0,0.0091,6.4,34.52,914.0,4.0
1557,Thompson,tube,13.79,1214.0,,7.8,7.8,680.588,2.5
1558,Thompson,tube,6.89,3811.0,0.1403,12.8,9.218,1930.0,3.8
1559,Weatherhead,tube,13.79,1434.78,,9.127,11.1,457.0,1.6
1560,Richenderfer,plate,0.51,1500.0,,15.0,120.0,10.0,9.1
1561,Thompson,tube,6.89,4042.0,-0.0338,10.3,9.218,680.588,4.6
1562,Janssen,annulus,7.0,5615.0,-0.1054,6.4,15.9,914.0,5.2
1563,Thompson,tube,6.86,4069.0,0.1275,5.6,5.6,432.0,1.2
1564,Thompson,tube,13.79,1383.0,,9.218,4.6,295.0,2.5
1565,Weatherhead,tube,13.79,1344.0,,7.7,7.7,457.0,1.3
1566,Thompson,tube,10.26,1370.0,,3.6,9.218,76.0,4.4
1567,Thompson,tube,6.89,1926.0,,23.6,23.6,1972.0,2.9
1568,Janssen,annulus,7.0,1519.0,0.0275,12.7,34.52,1778.0,2.5
1569,Thompson,tube,12.07,2089.0,,1.9,1.9,696.0,1.7
1570,Janssen,annulus,6.89,2306.0,0.0943,10.929,34.52,1778.0,1.3
1571,Thompson,tube,12.07,3472.0,-0.0404,1.9,1.9,152.0,3.7
1572,Weatherhead,tube,13.79,1434.78,-0.0898,11.1,11.1,457.0,3.5
1573,Weatherhead,tube,13.79,1434.78,,11.1,11.1,457.0,3.6
1574,Thompson,tube,10.26,933.0,0.08,7.7,7.7,457.0,2.7
1575,Richenderfer,plate,0.455,734.0,-0.0109,15.0,120.0,10.0,4.8
1576,Thompson,tube,13.79,3315.69,-0.0457,1.9,9.218,152.0,3.6
1577,Thompson,tube,15.51,3315.69,-0.1141,9.218,9.218,696.0,2.2
1578,Thompson,tube,12.07,3201.0,-0.0045,1.9,1.9,680.588,6.9
1579,Janssen,annulus,5.54,1519.0,0.1016,12.7,42.3,1778.0,3.1
1580,Weatherhead,tube,13.79,696.0,0.1597,11.1,11.1,457.0,1.9
1581,Thompson,tube,10.51,2550.0,-0.0416,4.6,4.6,229.0,5.0
1582,Thompson,tube,10.26,1899.0,0.0117,9.218,10.8,432.0,3.5
1583,Thompson,tube,10.26,6388.0,-0.0431,4.7,4.7,305.0,5.9
1584,Thompson,tube,10.26,3445.0,0.0379,4.6,4.6,295.0,2.9
1585,Weatherhead,tube,13.79,1668.0,,7.7,7.7,457.0,1.1
1586,Thompson,tube,6.86,4054.0,0.0005,9.218,10.8,841.0,3.6
1587,Thompson,tube,10.51,7717.0,-0.1179,4.7,4.7,680.588,5.2
1588,Janssen,annulus,6.89,553.0,0.1253,12.7,38.1,737.0,3.9
1589,Thompson,tube,10.26,2916.0,0.0374,7.8,7.8,591.0,2.8
1590,Weatherhead,tube,13.79,1655.0,0.0929,7.7,9.127,457.0,1.5
1591,Thompson,tube,10.26,5737.0,-0.1179,10.3,10.3,762.0,5.0
1592,Thompson,tube,13.79,3391.0,,9.218,4.7,318.0,3.9
1593,Beus,annulus,8.27,2310.25,0.0253,5.6,15.2,2134.0,2.9
1594,Weatherhead,tube,13.79,1655.0,0.0081,7.7,9.127,457.0,2.7
1595,Thompson,tube,6.89,2672.0,0.1501,37.5,37.5,1953.0,2.7
1596,Thompson,tube,13.79,3315.69,-0.0218,9.218,1.9,152.0,3.8
1597,Thompson,tube,13.79,5696.0,-0.0298,9.218,4.7,318.0,3.0
1598,Thompson,tube,6.89,5588.0,,10.3,10.3,762.0,4.3
1599,Thompson,tube,3.86,3784.0,0.0379,10.8,10.8,432.0,7.7
1600,Janssen,annulus,4.13,1533.0,0.0191,12.7,42.3,1778.0,3.6
1601,Thompson,tube,10.26,5289.0,-0.3491,5.7,9.218,625.0,7.5
1602,Thompson,tube,6.9,4062.0,0.0003,10.8,10.8,864.0,4.2
1603,Thompson,tube,13.79,4204.0,,4.6,4.6,295.0,3.6
1604,Janssen,annulus,9.65,5547.0,-0.0102,12.7,38.1,914.0,5.2
1605,Thompson,tube,13.79,1383.0,-0.1209,4.7,4.7,318.0,4.4
1606,Thompson,tube,13.79,3315.69,,5.7,5.7,625.0,3.4
1607,Beus,annulus,8.27,3730.0,0.0049,5.6,15.2,2134.0,2.1
1608,Thompson,tube,13.79,929.0,,7.7,7.7,680.588,3.8
1609,Thompson,tube,7.0,1017.0,,10.8,10.8,216.0,10.0
1610,Inasaka,tube,0.64,6700.0,-0.1041,3.0,3.0,100.0,8.1
1611,Mortimore,annulus,8.27,1356.0,-0.0233,5.0,13.3,2134.0,2.1
1612,Thompson,tube,6.86,4123.0,-0.0022,5.6,5.6,432.0,5.4
1613,Thompson,tube,6.89,3315.69,,12.7,38.1,680.588,4.4
1614,Thompson,tube,10.26,3315.69,0.0287,9.218,4.7,680.588,4.0
1615,Thompson,tube,10.26,7432.0,-0.1428,10.3,10.3,794.0,6.7
1616,Thompson,tube,6.79,4001.0,0.0003,9.218,10.8,432.0,4.4
1617,Thompson,tube,10.26,2034.0,-0.0801,10.8,10.8,680.588,5.8
1618,Thompson,tube,13.79,1370.0,-0.1377,9.218,7.7,457.0,2.5
1619,Thompson,tube,10.34,5696.0,,10.3,9.218,762.0,4.4
